Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit, Profit % ,Cost
Corporate,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145, (0.21)," 1,165.79 "
Home Office,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836, 0.35 , 12.41 
Home Office,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424, 0.34 , 12.25 
Home Office,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966, 0.21 , 201.59 
Home Office,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032, (0.56), 135.67 
Corporate,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592, 0.26 , 221.56 
Corporate,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558, 0.09 , 210.20 
Corporate,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646, (0.11), 242.92 
Corporate,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88, (0.80), 141.48 
Corporate,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988, 0.34 , 18.25 
Corporate,New Jersey,East,Office Supplies,Paper,32.4,5,0,15.552, 0.48 , 16.85 
Corporate,New Jersey,East,Office Supplies,Storage,1082.48,8,0,10.8248, 0.01 ," 1,071.66 "
Corporate,New Jersey,East,Office Supplies,Paper,56.91,3,0,27.3168, 0.48 , 29.59 
Corporate,New Jersey,East,Furniture,Furnishings,77.6,4,0,38.024, 0.49 , 39.58 
Corporate,New Jersey,East,Office Supplies,Binders,14.28,1,0,6.5688, 0.46 , 7.71 
Consumer,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445, (0.60), 350.52 
Corporate,New York,East,Furniture,Furnishings,26.8,2,0,12.864, 0.48 , 13.94 
Corporate,Michigan,Central,Office Supplies,Art,9.84,3,0,2.8536, 0.29 , 6.99 
Home Office,New Jersey,East,Office Supplies,Binders,45.48,3,0,20.9208, 0.46 , 24.56 
Home Office,New Jersey,East,Office Supplies,Art,289.2,6,0,83.868, 0.29 , 205.33 
Consumer,Virginia,South,Office Supplies,Art,4.89,1,0,2.0049, 0.41 , 2.89 
Corporate,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948, 0.24 , 11.54 
Corporate,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114, 0.11 , 414.26 
Corporate,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136, 0.11 , 13.52 
Corporate,Colorado,West,Office Supplies,Labels,6.264,3,0.2,2.0358, 0.33 , 4.23 
Corporate,New Jersey,East,Furniture,Furnishings,87.54,3,0,37.6422, 0.43 , 49.90 
Corporate,Florida,South,Technology,Phones,178.384,2,0.2,22.298, 0.13 , 156.09 
Corporate,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432, 0.35 , 10.11 
Corporate,Pennsylvania,East,Office Supplies,Art,99.136,4,0.2,8.6744, 0.09 , 90.46 
Home Office,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568, 0.18 , 111.73 
Home Office,New York,East,Technology,Machines,3991.98,2,0,1995.99, 0.50 ," 1,995.99 "
Home Office,New York,East,Technology,Phones,275.94,6,0,80.0226, 0.29 , 195.92 
Home Office,New York,East,Technology,Accessories,360,4,0,129.6, 0.36 , 230.40 
Home Office,New York,East,Office Supplies,Storage,43.57,1,0,13.071, 0.30 , 30.50 
Corporate,California,West,Office Supplies,Fasteners,7.16,2,0,3.58, 0.50 , 3.58 
Corporate,California,West,Office Supplies,Binders,251.52,6,0.2,81.744, 0.33 , 169.78 
Corporate,California,West,Technology,Accessories,99.99,1,0,34.9965, 0.35 , 64.99 
Corporate,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995, 0.06 , 14.99 
Consumer,Pennsylvania,East,Technology,Phones,290.898,3,0.4,-67.8762, (0.23), 358.77 
Consumer,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389, 0.06 , 50.84 
Consumer,Pennsylvania,East,Furniture,Chairs,786.744,4,0.3,-258.5016, (0.33)," 1,045.25 "
Consumer,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.831, 0.34 , 66.41 
Consumer,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936, (0.73), 65.46 
Consumer,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7, (0.25), 103.50 
Consumer,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.816, (0.67), 34.54 
Consumer,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272, (0.70), 8.32 
Consumer,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038, 0.34 , 3.15 
Consumer,California,West,Technology,Copiers,959.984,2,0.2,335.9944, 0.35 , 623.99 
Consumer,California,West,Office Supplies,Binders,14.368,4,0.2,4.49, 0.31 , 9.88 
Corporate,California,West,Office Supplies,Binders,7.712,2,0.2,2.7956, 0.36 , 4.92 
Corporate,California,West,Furniture,Tables,698.352,3,0.2,-17.4588, (0.03), 715.81 
Consumer,Utah,West,Office Supplies,Fasteners,4.96,4,0,2.3312, 0.47 , 2.63 
Corporate,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116, 0.06 , 16.74 
Corporate,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976, (0.80), 917.95 
Corporate,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724, 0.33 , 20.92 
Corporate,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916, 0.12 , 63.54 
Consumer,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22, (0.03), 91.02 
Consumer,California,West,Technology,Phones,47.976,3,0.2,4.7976, 0.10 , 43.18 
Consumer,Massachusetts,East,Office Supplies,Art,7.56,3,0,3.0996, 0.41 , 4.46 
Consumer,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.5432, 0.47 , 13.02 
Consumer,Massachusetts,East,Office Supplies,Art,12.96,2,0,4.1472, 0.32 , 8.81 
Home Office,New York,East,Technology,Accessories,6.79,1,0,2.3086, 0.34 , 4.48 
Home Office,New York,East,Office Supplies,Paper,24.56,2,0,11.5432, 0.47 , 13.02 
Home Office,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668, 0.35 , 1.98 
Home Office,New York,East,Office Supplies,Paper,49.12,4,0,23.0864, 0.47 , 26.03 
Home Office,New York,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296, 0.33 ," 2,939.74 "
Consumer,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588, (0.01), 393.56 
Consumer,New York,East,Office Supplies,Envelopes,8.26,2,0,3.7996, 0.46 , 4.46 
Consumer,New York,East,Office Supplies,Art,17.04,4,0,6.9864, 0.41 , 10.05 
Consumer,New York,East,Office Supplies,Paper,34.4,5,0,15.824, 0.46 , 18.58 
Corporate,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.325, 0.31 , 24.92 
Corporate,Georgia,South,Office Supplies,Appliances,647.84,8,0,168.4384, 0.26 , 479.40 
Corporate,Georgia,South,Office Supplies,Labels,20.7,2,0,9.936, 0.48 , 10.76 
Consumer,New York,East,Office Supplies,Labels,20.7,2,0,9.936, 0.48 , 10.76 
Consumer,New York,East,Furniture,Chairs,488.646,3,0.1,86.8704, 0.18 , 401.78 
Consumer,New York,East,Office Supplies,Art,5.56,2,0,1.4456, 0.26 , 4.11 
Consumer,New York,East,Furniture,Furnishings,47.12,8,0,20.7328, 0.44 , 26.39 
Consumer,California,West,Office Supplies,Storage,211.96,4,0,8.4784, 0.04 , 203.48 
Corporate,Connecticut,East,Office Supplies,Binders,23.2,4,0,10.44, 0.45 , 12.76 
Corporate,Connecticut,East,Office Supplies,Supplies,7.36,2,0,0.1472, 0.02 , 7.21 
Corporate,Connecticut,East,Office Supplies,Storage,104.79,7,0,29.3412, 0.28 , 75.45 
Corporate,Connecticut,East,Furniture,Bookcases,1043.92,4,0,271.4192, 0.26 , 772.50 
Consumer,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396, 0.36 , 16.52 
Consumer,Texas,Central,Office Supplies,Storage,53.424,3,0.2,4.6746, 0.09 , 48.75 
Consumer,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.712, (0.70), 13.87 
Consumer,Arizona,West,Technology,Accessories,1023.936,8,0.2,179.1888, 0.18 , 844.75 
Consumer,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.924, 0.10 , 8.32 
Consumer,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94, (0.06), 508.98 
Corporate,Illinois,Central,Office Supplies,Paper,99.136,4,0.2,30.98, 0.31 , 68.16 
Corporate,Massachusetts,East,Furniture,Tables,1488.424,7,0.3,-297.6848, (0.20)," 1,786.11 "
Consumer,Texas,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322, (2.35), 28.98 
Consumer,Texas,Central,Office Supplies,Storage,23.832,3,0.2,2.6811, 0.11 , 21.15 
Consumer,Texas,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728, (1.55), 31.05 
Corporate,California,West,Office Supplies,Paper,50.96,7,0,25.48, 0.50 , 25.48 
Corporate,California,West,Office Supplies,Binders,49.536,3,0.2,17.3376, 0.35 , 32.20 
Corporate,Michigan,Central,Technology,Accessories,41.9,2,0,8.799, 0.21 , 33.10 
Consumer,Florida,South,Furniture,Tables,375.4575,3,0.45,-157.0095, (0.42), 532.47 
Consumer,Florida,South,Technology,Accessories,83.976,3,0.2,-1.0497, (0.01), 85.03 
Corporate,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.638, (0.70), 819.98 
Corporate,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.777, 0.26 , 2.18 
Consumer,Ohio,East,Office Supplies,Art,2.624,1,0.2,0.4264, 0.16 , 2.20 
Consumer,New York,East,Office Supplies,Binders,23.36,4,0.2,7.884, 0.34 , 15.48 
Consumer,New York,East,Technology,Accessories,39.98,2,0,13.5932, 0.34 , 26.39 
Consumer,Washington,West,Technology,Phones,246.384,2,0.2,27.7182, 0.11 , 218.67 
Consumer,Washington,West,Technology,Copiers,1799.97,3,0,701.9883, 0.39 ," 1,097.98 "
Corporate,Illinois,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623, (1.65), 33.02 
Home Office,Nevada,West,Office Supplies,Binders,75.792,3,0.2,25.5798, 0.34 , 50.21 
Corporate,Rhode Island,East,Office Supplies,Storage,49.96,2,0,9.4924, 0.19 , 40.47 
Corporate,Rhode Island,East,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Home Office,Michigan,Central,Office Supplies,Supplies,70.12,4,0,21.036, 0.30 , 49.08 
Consumer,Texas,Central,Office Supplies,Storage,35.952,3,0.2,3.5952, 0.10 , 32.36 
Consumer,Texas,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528, (0.13)," 2,713.42 "
Consumer,Texas,Central,Office Supplies,Storage,131.136,4,0.2,-32.784, (0.25), 163.92 
Consumer,Texas,Central,Technology,Accessories,57.584,2,0.2,0.7198, 0.01 , 56.86 
Consumer,Florida,South,Office Supplies,Paper,9.568,2,0.2,3.4684, 0.36 , 6.10 
Corporate,North Carolina,South,Office Supplies,Art,39.072,6,0.2,9.768, 0.25 , 29.30 
Consumer,New York,East,Office Supplies,Appliances,35.91,3,0,9.6957, 0.27 , 26.21 
Consumer,California,West,Technology,Accessories,179.95,5,0,37.7895, 0.21 , 142.16 
Consumer,California,West,Technology,Copiers,1199.976,3,0.2,434.9913, 0.36 , 764.98 
Consumer,California,West,Office Supplies,Paper,27.15,5,0,13.3035, 0.49 , 13.85 
Consumer,California,West,Furniture,Tables,1004.024,7,0.2,-112.9527, (0.11)," 1,116.98 "
Consumer,California,West,Office Supplies,Paper,9.68,1,0,4.6464, 0.48 , 5.03 
Consumer,California,West,Office Supplies,Labels,28.35,9,0,13.608, 0.48 , 14.74 
Consumer,California,West,Office Supplies,Paper,55.98,1,0,27.4302, 0.49 , 28.55 
Consumer,California,West,Furniture,Bookcases,1336.829,13,0.15,31.4548, 0.02 ," 1,305.37 "
Consumer,California,West,Furniture,Chairs,113.568,2,0.2,-18.4548, (0.16), 132.02 
Corporate,Washington,West,Office Supplies,Paper,139.86,7,0,65.7342, 0.47 , 74.13 
Corporate,Washington,West,Furniture,Chairs,307.136,4,0.2,26.8744, 0.09 , 280.26 
Consumer,California,West,Office Supplies,Art,95.92,8,0,25.8984, 0.27 , 70.02 
Consumer,California,West,Furniture,Chairs,383.8,5,0.2,38.38, 0.10 , 345.42 
Corporate,Kentucky,South,Office Supplies,Paper,5.78,1,0,2.8322, 0.49 , 2.95 
Corporate,California,West,Office Supplies,Art,9.32,4,0,2.7028, 0.29 , 6.62 
Corporate,California,West,Office Supplies,Envelopes,15.25,1,0,7.015, 0.46 , 8.24 
Consumer,Colorado,West,Technology,Accessories,196.752,6,0.2,56.5662, 0.29 , 140.19 
Corporate,Massachusetts,East,Furniture,Furnishings,56.56,4,0,14.7056, 0.26 , 41.85 
Corporate,Massachusetts,East,Office Supplies,Storage,32.7,3,0,8.502, 0.26 , 24.20 
Consumer,Mississippi,South,Furniture,Chairs,866.4,4,0,225.264, 0.26 , 641.14 
Corporate,Michigan,Central,Furniture,Furnishings,28.4,2,0,11.076, 0.39 , 17.32 
Corporate,Michigan,Central,Office Supplies,Binders,287.92,8,0,138.2016, 0.48 , 149.72 
Home Office,New York,East,Technology,Machines,69.99,1,0,30.0957, 0.43 , 39.89 
Corporate,Texas,Central,Office Supplies,Art,6.672,6,0.2,0.5004, 0.08 , 6.17 
Home Office,North Carolina,South,Office Supplies,Binders,189.588,2,0.7,-145.3508, (0.77), 334.94 
Home Office,North Carolina,South,Technology,Accessories,408.744,7,0.2,76.6395, 0.19 , 332.10 
Home Office,North Carolina,South,Technology,Accessories,291.96,5,0.2,54.7425, 0.19 , 237.22 
Home Office,North Carolina,South,Office Supplies,Storage,4.768,2,0.2,-0.7748, (0.16), 5.54 
Consumer,Massachusetts,East,Office Supplies,Storage,714.3,5,0,207.147, 0.29 , 507.15 
Consumer,Florida,South,Office Supplies,Binders,4.812,2,0.7,-3.6892, (0.77), 8.50 
Consumer,Florida,South,Technology,Accessories,247.8,5,0.2,-18.585, (0.08), 266.39 
Home Office,Illinois,Central,Technology,Machines,1007.979,3,0.3,43.1991, 0.04 , 964.78 
Home Office,Illinois,Central,Office Supplies,Paper,313.488,7,0.2,113.6394, 0.36 , 199.85 
Corporate,Texas,Central,Office Supplies,Paper,31.872,8,0.2,11.5536, 0.36 , 20.32 
Corporate,New York,East,Furniture,Chairs,207.846,3,0.1,2.3094, 0.01 , 205.54 
Consumer,Michigan,Central,Furniture,Furnishings,12.22,1,0,3.666, 0.30 , 8.55 
Consumer,Michigan,Central,Office Supplies,Storage,194.94,3,0,23.3928, 0.12 , 171.55 
Consumer,Michigan,Central,Office Supplies,Storage,70.95,3,0,20.5755, 0.29 , 50.37 
Consumer,Michigan,Central,Office Supplies,Paper,91.36,4,0,42.0256, 0.46 , 49.33 
Consumer,Michigan,Central,Furniture,Chairs,242.94,3,0,29.1528, 0.12 , 213.79 
Consumer,Michigan,Central,Office Supplies,Labels,22.05,7,0,10.584, 0.48 , 11.47 
Consumer,Indiana,Central,Furniture,Furnishings,2.91,1,0,1.3677, 0.47 , 1.54 
Consumer,New York,East,Office Supplies,Art,59.52,3,0,15.4752, 0.26 , 44.04 
Consumer,New York,East,Office Supplies,Storage,161.94,3,0,9.7164, 0.06 , 152.22 
Consumer,New York,East,Office Supplies,Art,263.88,6,0,71.2476, 0.27 , 192.63 
Consumer,New York,East,Office Supplies,Art,30.48,3,0,7.9248, 0.26 , 22.56 
Consumer,New York,East,Office Supplies,Art,9.84,3,0,2.8536, 0.29 , 6.99 
Consumer,New York,East,Technology,Phones,35.12,4,0,9.1312, 0.26 , 25.99 
Corporate,Ohio,East,Furniture,Tables,284.364,2,0.4,-75.8304, (0.27), 360.19 
Corporate,Ohio,East,Office Supplies,Storage,665.408,2,0.2,66.5408, 0.10 , 598.87 
Corporate,Oklahoma,Central,Technology,Accessories,63.88,4,0,24.9132, 0.39 , 38.97 
Consumer,California,West,Furniture,Chairs,129.568,2,0.2,-24.294, (0.19), 153.86 
Consumer,Illinois,Central,Furniture,Chairs,747.558,3,0.3,-96.1146, (0.13), 843.67 
Consumer,Illinois,Central,Office Supplies,Envelopes,8.928,2,0.2,3.348, 0.38 , 5.58 
Consumer,Washington,West,Office Supplies,Appliances,103.92,4,0,36.372, 0.35 , 67.55 
Consumer,Washington,West,Technology,Accessories,899.91,9,0,377.9622, 0.42 , 521.95 
Consumer,Washington,West,Office Supplies,Binders,51.312,3,0.2,18.6006, 0.36 , 32.71 
Home Office,Arizona,West,Furniture,Furnishings,23.56,5,0.2,7.068, 0.30 , 16.49 
Home Office,Arizona,West,Furniture,Tables,1272.63,6,0.5,-814.4832, (0.64)," 2,087.11 "
Home Office,Arizona,West,Office Supplies,Binders,28.485,5,0.7,-20.889, (0.73), 49.37 
Home Office,Arizona,West,Office Supplies,Supplies,185.376,2,0.2,-34.758, (0.19), 220.13 
Home Office,Arizona,West,Office Supplies,Appliances,78.272,2,0.2,5.8704, 0.08 , 72.40 
Home Office,Illinois,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614, (1.23), 566.81 
Corporate,Texas,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352, (0.18), 241.57 
Consumer,Illinois,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002, (1.65), 12.69 
Corporate,New York,East,Office Supplies,Paper,55.48,1,0,26.6304, 0.48 , 28.85 
Consumer,California,West,Office Supplies,Storage,340.92,3,0,3.4092, 0.01 , 337.51 
Consumer,California,West,Furniture,Bookcases,222.666,2,0.15,10.4784, 0.05 , 212.19 
Consumer,California,West,Technology,Phones,703.968,4,0.2,87.996, 0.13 , 615.97 
Consumer,California,West,Office Supplies,Storage,92.52,6,0,24.9804, 0.27 , 67.54 
Consumer,California,West,Office Supplies,Paper,62.65,7,0,28.819, 0.46 , 33.83 
Consumer,California,West,Office Supplies,Paper,94.85,5,0,45.528, 0.48 , 49.32 
Corporate,California,West,Technology,Phones,95.76,6,0.2,7.182, 0.08 , 88.58 
Consumer,New York,East,Furniture,Furnishings,40.2,3,0,19.296, 0.48 , 20.90 
Corporate,New York,East,Office Supplies,Art,14.7,5,0,6.615, 0.45 , 8.09 
Corporate,New York,East,Office Supplies,Storage,704.25,5,0,84.51, 0.12 , 619.74 
Consumer,California,West,Technology,Accessories,9.09,3,0,1.9089, 0.21 , 7.18 
Consumer,New York,East,Office Supplies,Art,5.96,2,0,1.6688, 0.28 , 4.29 
Consumer,New York,East,Technology,Accessories,159.98,2,0,57.5928, 0.36 , 102.39 
Home Office,California,West,Office Supplies,Labels,29.6,2,0,14.8, 0.50 , 14.80 
Home Office,California,West,Furniture,Bookcases,514.165,5,0.15,-30.245, (0.06), 544.41 
Home Office,California,West,Technology,Phones,279.96,5,0.2,17.4975, 0.06 , 262.46 
Consumer,Illinois,Central,Technology,Phones,2735.952,6,0.2,341.994, 0.13 ," 2,393.96 "
Home Office,Texas,Central,Technology,Phones,7.992,1,0.2,0.5994, 0.08 , 7.39 
Home Office,Texas,Central,Technology,Accessories,63.984,2,0.2,10.3974, 0.16 , 53.59 
Home Office,Texas,Central,Office Supplies,Art,70.368,2,0.2,6.1572, 0.09 , 64.21 
Consumer,New York,East,Office Supplies,Storage,449.15,5,0,8.983, 0.02 , 440.17 
Consumer,New York,East,Office Supplies,Envelopes,11.07,3,0,5.0922, 0.46 , 5.98 
Consumer,Washington,West,Technology,Accessories,93.98,2,0,13.1572, 0.14 , 80.82 
Consumer,Tennessee,South,Furniture,Tables,189.882,3,0.4,-94.941, (0.50), 284.82 
Consumer,Arkansas,South,Office Supplies,Envelopes,105.42,2,0,51.6558, 0.49 , 53.76 
Consumer,California,West,Office Supplies,Binders,119.616,8,0.2,40.3704, 0.34 , 79.25 
Consumer,California,West,Furniture,Furnishings,255.76,4,0,81.8432, 0.32 , 173.92 
Consumer,California,West,Furniture,Chairs,241.568,2,0.2,18.1176, 0.08 , 223.45 
Consumer,California,West,Furniture,Furnishings,69.3,9,0,22.869, 0.33 , 46.43 
Corporate,Colorado,West,Office Supplies,Binders,22.62,2,0.7,-15.08, (0.67), 37.70 
Corporate,Colorado,West,Office Supplies,Binders,14.952,2,0.7,-11.9616, (0.80), 26.91 
Corporate,Colorado,West,Furniture,Chairs,801.568,2,0.2,50.098, 0.06 , 751.47 
Corporate,Colorado,West,Office Supplies,Binders,2.376,3,0.7,-1.9008, (0.80), 4.28 
Corporate,Colorado,West,Office Supplies,Paper,32.792,1,0.2,11.8871, 0.36 , 20.90 
Corporate,New York,East,Office Supplies,Binders,15.92,5,0.2,5.373, 0.34 , 10.55 
Consumer,Georgia,South,Office Supplies,Art,2.74,1,0,0.7398, 0.27 , 2.00 
Consumer,Georgia,South,Office Supplies,Art,8.34,3,0,2.1684, 0.26 , 6.17 
Consumer,Georgia,South,Office Supplies,Storage,46.74,3,0,11.685, 0.25 , 35.06 
Consumer,Georgia,South,Office Supplies,Binders,6354.95,5,0,3177.475, 0.50 ," 3,177.48 "
Consumer,Missouri,Central,Furniture,Furnishings,126.3,3,0,40.416, 0.32 , 85.88 
Consumer,Missouri,Central,Technology,Accessories,38.04,2,0,12.1728, 0.32 , 25.87 
Consumer,Ohio,East,Office Supplies,Art,7.152,3,0.2,0.7152, 0.10 , 6.44 
Consumer,California,West,Office Supplies,Art,6.63,3,0,1.7901, 0.27 , 4.84 
Consumer,California,West,Office Supplies,Art,5.88,2,0,1.7052, 0.29 , 4.17 
Home Office,Montana,West,Technology,Copiers,2999.95,5,0,1379.977, 0.46 ," 1,619.97 "
Home Office,Montana,West,Office Supplies,Storage,51.45,3,0,13.8915, 0.27 , 37.56 
Home Office,Montana,West,Office Supplies,Paper,11.96,2,0,5.382, 0.45 , 6.58 
Home Office,Montana,West,Office Supplies,Storage,1126.02,3,0,56.301, 0.05 ," 1,069.72 "
Consumer,Texas,Central,Technology,Accessories,18.392,1,0.2,5.2877, 0.29 , 13.10 
Consumer,Texas,Central,Office Supplies,Storage,129.568,2,0.2,-25.9136, (0.20), 155.48 
Consumer,Texas,Central,Office Supplies,Binders,14.112,9,0.8,-21.168, (1.50), 35.28 
Corporate,Michigan,Central,Furniture,Tables,210.98,2,0,21.098, 0.10 , 189.88 
Consumer,California,West,Technology,Phones,55.176,3,0.2,-12.4146, (0.23), 67.59 
Consumer,California,West,Technology,Accessories,66.26,2,0,27.1666, 0.41 , 39.09 
Consumer,Massachusetts,East,Office Supplies,Fasteners,22.2,5,0,10.434, 0.47 , 11.77 
Home Office,Florida,South,Furniture,Chairs,683.952,3,0.2,42.747, 0.06 , 641.21 
Home Office,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408, 0.11 , 40.56 
Consumer,Pennsylvania,East,Office Supplies,Storage,36.336,3,0.2,-7.2672, (0.20), 43.60 
Consumer,Pennsylvania,East,Office Supplies,Supplies,666.248,1,0.2,-149.9058, (0.23), 816.15 
Consumer,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,0.2,19.692, 0.38 , 32.82 
Corporate,California,West,Furniture,Chairs,190.72,1,0.2,11.92, 0.06 , 178.80 
Consumer,California,West,Furniture,Furnishings,47.94,3,0,2.397, 0.05 , 45.54 
Consumer,Alabama,South,Technology,Phones,979.95,5,0,274.386, 0.28 , 705.56 
Consumer,Alabama,South,Office Supplies,Binders,22.75,5,0,11.375, 0.50 , 11.38 
Consumer,Arizona,West,Office Supplies,Storage,16.768,2,0.2,1.4672, 0.09 , 15.30 
Consumer,Illinois,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856, (1.60), 110.80 
Home Office,New York,East,Office Supplies,Binders,10.752,4,0.2,3.36, 0.31 , 7.39 
Consumer,Kentucky,South,Office Supplies,Appliances,152.94,3,0,41.2938, 0.27 , 111.65 
Consumer,Kentucky,South,Furniture,Chairs,283.92,4,0,70.98, 0.25 , 212.94 
Consumer,Wisconsin,Central,Technology,Accessories,468.9,6,0,206.316, 0.44 , 262.58 
Corporate,Arizona,West,Technology,Phones,380.864,8,0.2,38.0864, 0.10 , 342.78 
